Mode,Nom,Catégorie,Calories,Coût total,Coût par part,Temps de préparation,Temps de cuisson,Ingrédients,Étapes,Image,URL
Mode Sans gluten,Fond de tarte salé à la pommes de terre : une alternative saine et sans gluten!,Autre,205 Kcal,1.22Euros€,(0.31€/part),5 min,1 heure,620 gr depommes de terre(environ 4); sel; poivre; 2 cuillères à soupe d'huile d'olive,"Eplucher les pommes de terre et les faire cuire dans une marmite d'eau bouillante salée pendant 30 à 40 minutes. Elles doivent être tendres mais fermes. | Egoutter les pommes de terre et les écraser. Ajouter l'huile d'olive et assaisonner avec du sel et du poivre. *Vous pourrez aussi ajouter des épices comme de la muscade par exemple. | Chemiser le plat à tarte avec du papier sulfurisé. Transférer la pâte dans le moule et former des bords avec une cuillère à soupe. *Si vous n'avez pas de plat à tarte, transférez simplement le tout sur une plaque recouverte de papier sulfurisé et aplatissez la pâte en formant un cercle. | Cuire au four préchauffé à 200°C pendant 40 minutes. Prolonger la cuisson pour obtenir une pâte plus dorée si souhaité. | C'est prêt. Il ne reste plus qu'à choisir la garniture. | * Si la garniture est froide (la nôtre était au yaourt et au saumon fumé), il n'est pas nécessaire de remettre la pâte au four. * Si la garniture doit être cuite, faites cuire la pâte d'abord, ajoutez la garniture et faites cuire à nouveau. Tout dépend de votre choix de garniture. Bon appétit!",https://www.ptitchef.com/imgupl/recipe/fond-de-tarte-sale-a-la-pommes-de-terre-une-alternative-saine-et-sans-gluten--md-473876p773339.jpg,https://www.ptitchef.com/recettes/autre/fond-de-tarte-sale-a-la-pommes-de-terre-une-alternative-saine-et-sans-gluten-fid-1586918
Mode Sans gluten,"Pain d'avoine sans gluten : une recette saine, simple et gourmande!",Accompagnement,143 Kcal,3.04Euros€,(0.38€/part),5 min,30 min,5œufs; 270 gr de son d'avoine(ou flocons); 150 gr de yaourt nature; 4 cuillères à soupe d'huile d'olive; 1 cuillère àcaféde sel; 1 cuillère à café de levure chimique; Epices ou herbes de votre choix,"Battre les œufs dans un bol. | Ajouter ensuite l'avoine, le yaourt, l'huile d'olive et le sel. Mélanger jusqu'à obtention d'un mélange homogène. | Enfin, ajouter la levure et mélanger une dernière fois. | Verser dans le moule graissé (si vous le souhaitez, saupoudrez d'assaisonnement). Cuire au four préchauffé à 180°C pendant 30 à 40 minutes (test du cure-dent) ou jusqu'à ce que le pain soit doré. | Votre pain d'avoine sans gluten est prêt! :)",https://www.ptitchef.com/imgupl/recipe/pain-d-avoine-sans-gluten-une-recette-saine-simple-et-gourmande--md-483274p814214.jpg,https://www.ptitchef.com/recettes/accompagnement/pain-d-avoine-sans-gluten-une-recette-saine-simple-et-gourmande-fid-1595341
Mode Sans gluten,"Gateau moelleux aux pommes, amande et citron (sans gluten)",Dessert,377 Kcal,5.19Euros€,(0.86€/part),15 min,30 min,"3 pommes; 20 g de beurre; 100 g d'amandesen poudre; 4oeufs; 1citron(bio, au pire non traité); 1 cuillère à soupe de maïzena; 10 cl de crème fraîche liquide; 150 g de sucre roux","Préchauffer le four à 200°C Couper les pommes en quartier puis les diviser en 3. Poêler les morceaux obtenus dans le beurre et 20 g de sucre pendant un quart d'heure. | Râper dans un saladier la peau du citron en évitant de retirer la pellicule blanche. | Dans le même récipient, rajouter les autres ingrédients: sucre, œufs, amandes, maïzena, crème, jus du citron. | Déposer les pommes cuites dans un moule à cake, puis verser la pâte dessus. Et enfourner 30 minutes à 200°C. | Démouler lorsque le gâteau a refroidi. Celui-ci est meilleur froid (le mettre sur un rebord de fenêtre...).",https://www.ptitchef.com/imgupl/recipe/gateau-moelleux-aux-pommes-amande-et-citron-sans-gluten--md-74791p102803.jpg,https://www.ptitchef.com/recettes/dessert/gateau-moelleux-aux-pommes-amande-et-citron-sans-gluten-fid-24066
Mode Sans gluten,Gâteau au chocolat tout simple et sans gluten,Dessert,490 Kcal,4Euros€,(0.67€/part),20 min,30 min,100 g de beurre (+ un peu pour le moule); 200 g dechocolat; 4oeufs; 100 g de sucre; 125 g de maizena,"Tout d'abord, préchauffez le four sur 170°c. Cassez le chocolat en morceaux. Faites le fondre au bain-marie ou au micro onde. Ajoutez s'y le beurre. | Mélangez régulièrement jusqu'à ce que ce soit bien fondu. | Cassez les oeufs en séparent les blancs des jaunes. | Ajoutez le sucre, les jaunes d'oeufs au chocolat. Versez la maïzena en pluie. Mélangez bien. | Battez les blancs d'oeufs en neige. Incorporez-les délicatement à la pâte. | Beurrez votre moule à charnière et versez s'y la pâte... et hop au four pour environ 30 minutes! | Testez la cuisson avec la pointe d'un couteau planté dans le gâteau. Laissez le refroidir et démouler.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/gateau-au-chocolat-tout-simple-et-sans-gluten-fid-634478
Mode Sans gluten,Mini cakes feta courgettes olives (sans gluten),Apéritif,346 Kcal,7.19Euros€,(0.9€/part),10 min,35 min,3courgettes(petites coupées en dés); 15 cl d'huile d'olive; 1 cuil à soupe de graines defenouil; 200 g de maizena (Fleur de Maïs pour moi); 1 cuil àcaféde bicarbonate de soude; 3oeufs; 10 cl de lait; 120 g de dé de feta; 1 poignée d’olives noires (coupées en rondelles); 1 cuil à café d'estragon,"Préchauffez le four à 180°C (th 6). Faites revenir les des de courgettes dans une poêle avec un peu d’huile d’olive. Réservez. Faites tremper les graines de fenouil dans un peu d’eau. | Mélangez la farine avec le bicarbonate de soude. | Séparez les blancs d’oeuf des jaunes. Battez les jaunes avec 1 blanc d’oeuf et réservez les 2 autres blancs. Ajoutez l’huile, salez et poivrez. Mélangez en incorporant peu à peu la farine afin d’obtenir une pâte lisse. | Ajoutez le lait puis la feta émiettée, les des de courgettes sans le jus de cuisson, les graines de fenouil égouttées et la branche d’estragon ciselée. Mélangez bien. | Montez les 2 blancs d’oeuf en neige ferme et incorporez-les doucement à la préparation. | Versez la pâte dans des petits moules en silicone et enfournez à mi-hauteur. Laissez cuire 35 à 40 min à 180°C et attendez 10 min avant de les démouler. Servez chauds, tièdes ou même froids.",Image non trouvée,https://www.ptitchef.com/recettes/aperitif/mini-cakes-feta-courgettes-olives-sans-gluten-fid-1544931
Mode Sans gluten,Faire un gâteau à la banane vegan et sans gluten n'aura jamais été aussi simple!,Type non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Image non trouvée,https://www.ptitchef.com/dossiers/recettes/faire-un-gateau-a-la-banane-vegan-et-sans-gluten-n-aura-jamais-ete-aussi-simple-aid-3323
Mode Sans gluten,Gâteau aux noisettes - sans gluten,Dessert,660 Kcal,10.81Euros€,(1.8€/part),30 min,55 min,250 g de poudre denoisettes; 6oeufs; 100 g de noisettes; 100 g de sucre; 15 g de bicarbonate (levure chimique); 20 cl de crème liquide entière; 1 cuillère à soupe de sucre glace; 1 pincée de sel,"Découper un disque de papier cuisson d’un diamètre légèrement plus large que votre moule amovible de 23 cm de diamètre, et le déposer au fond du moule afin qu’il recouvre les coins. Préchauffer le four à 165 C. Placer la crème entière au réfrigérateur. | Dans un saladier, mélanger la poudre de noisettes et la levure chimique. | Séparer les blancs d’oeufs des jaunes. Placer les blancs dans le bol de votre robot ménager avec l’accessoire fouet, ajouter une pincée de sel, puis fouetter à vitesse moyenne jusqu’à ce que les oeufs soient bien fermes. Pendant ce temps, dans un grand saladier, battre au fouet électrique les jaunes d’oeufs avec le sucre, jusqu’à ce que le mélange blanchisse. Ajouter aux jaunes d’oeufs la poudre de noisettes, et bien mélanger à la spatule pour qu’il ne reste aucune poche sèche (le mélange sera très épais à ce stade). | Une fois que les blancs sont montés, les ajouter délicatement en trois fois au mélange de noisettes, et utiliser une spatule pour les incorporer sans les casser, jusqu’à ce qu’il n’y ait plus de trace blanche dans la pâte. Verser dans le moule et enfourner pour 55 minutes. | Pendant que le gâteau cuit, faire la crème fouettée: ajouter la crème froide et le sucre glace dans le bol du robot avec l’accessoire fouet, puis commencer à battre à vitesse lente pendant 2 minutes. Augmenter la vitesse et continuer à fouetter jusqu’à ce que la consistance soit crémeuse et ferme. Si le bol devient trop chaud, placez-le au réfrigérateur pendant 10 minutes avant de continuer à fouetter. | Pendant ce temps, placer les noisettes entière dans le bol du mixeur, et mixer 3 fois 1 secondes afin de concasser légèrement les noisettes, mais sans les réduire en poudre. | Quand le gâteau est complètement refroidi, étaler la crème fouettée dessus, puis parsemer de noisettes concassées. Servir immédiatement ou réfrigérer et sortir du réfrigérateur 30 minutes avant de servir.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/gateau-aux-noisettes-sans-gluten-fid-1506825
Mode Sans gluten,Pain sans gluten..qui goûte le vrai pain!!!,Autre,Non spécifié,Non spécifié,Non spécifié,30 min,35 min,1 1/2 tasse de fécule demaïs(230 g); 1/3 de tasse + 2 1/2 cuillères à table de farine de riz brun ou blanc (70 g); 1/3 de tasse + 2 1/2 cuillères à table de fécule depomme de terre(70 g); 1/3 de tasse + 2 1/2 cuillères à table de lait en poudre (50 g); 3 cuillères à table de sucre (40 g); 1 1/2 cuillère à thé de sel (12 g); 1 1/2 cuillère à thé de gomme de xanthane (6 g); 1 1/2 cuillère à thé de poudre à pâte (6); 3 cuillères à thé de levure Fleischmann'sFleischmann's pour four à pain (16 g); 1 1/2 tasse de lait tiède; 6 cuillères à table d'huile de canola et tournesol Bécel; 3 blancs d’oeufs brassés légèrement à la fourchette,"Dans un bol, tamiser tous les ingrédients secs. Mélanger les ingrédients liquides et les verser dans les ingrédients secs en mélangeant avec une cuillère de bois juste assez pour humecter. | Avec la mixette, battre environ 1 minute pour faire disparaître les grumeaux. | Verser dans un moule à pain graissé. | Mettre le moule dans le micro-onde avec un verre d'eau très chaude à côté, fermer la porte et faire lever pendant 15 minutes SANS PARTIR LE MICRO-ONDE. | Badigeonner le dessus de la pâte avec du lait et le mettre au four à 350 degré pendant environ 35 minutes.",https://www.ptitchef.com/imgupl/recipe/pain-sans-gluten-qui-goute-le-vrai-pain--md-194314p297001.jpg,https://www.ptitchef.com/recettes/autre/pain-sans-gluten-qui-goute-le-vrai-pain-fid-212015
Mode Sans gluten,Brownie (sans gluten),Dessert,552 Kcal,Non spécifié,Non spécifié,15 min,25 min,250 g de sucre de fleur de coco (ou sucre normal mais ça ne sera plus à indice glycémique bas ^^); 200 g de beurre; 150 g de chocolat noir (mini 70% ; coupé en morceaux); 100 g de farine de pois chiches; 2 cuillères à soupe decacaoen poudre non sucré (type van Houten); 10 cerneaux de noix de pécan; 4oeufs,"Préchauffer le four à 180°. Au bain marie (ou 1 minute 20 au four micro-ondes en mélangeant bien à la sortie), faire fondre le beurre et le chocolat en morceaux. | Dans un saladier, fouetter les œufs et le sucre pour obtenir un mélange crémeux et mousseux. Ajouter dans l’ordre en mélangeant bien après chaque ajout : chocolat-beurre, cacao en poudre et la farine de pois chiches. | Verser le mélange dans un moule beurré et fariné ou tapissé de papier sulfurisé. Déposer sur le mélange les cerneaux de noix de pécan en les enfonçant légèrement. Cuire 25 minutes à 180°. | Laisser refroidir avant de déguster.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/brownie-sans-gluten-fid-1544341
Mode Sans gluten,Cookies noisettes et chocolat (sans gluten),Dessert,187 Kcal,2.37Euros€,(0.34€/part),15 min,12 min,100 g de farine de souchet; 130 g de purée d’amande; 50 g de sucre de fleur de coco (ou à défaut de sucre cassonade mais l’indice glycémique sera élevé); 60 g denoisettes; 30 g de chocolat noir (minimum 70%); 6 cuillères à café bombées de poudre decacaonon sucrée (type Van Houten); 1/2 cuillère àcaféde bicarbonate (ou de levure mais vous aurez du gluten); 1oeuf,"Préchauffer le four à 180°. Battre l’œuf, concasser grossièrement les noisettes, et hacher en petites pépites le chocolat noir et réserver tout ça. | Dans un saladier, mélanger la farine de souchet, la levure et le cacao en poudre. | Dans un second saladier, battre à la fourchette la purée d’amande pour qu’elle soit bien souple et y ajouter le sucre avant de bien mélanger à nouveau et obtenir un mélange un peu crémeux. Y rajouter le contenu du premier saladier et malaxer à la main. Ajouter l’œuf battu avant de remélanger à la fourchette et ajouter enfin les noisettes concassées + le chocolat noir haché en petites pépites. Bien amalgamer le tout et en faire un boudin de 5 cm de diamètre. L’envelopper dans du film étirable et mettre au congélateur 30 petites minutes. | Au bout des 30 minutes, retirer le film étirable et couper des tranches de 1 à 2 cm d’épaisseur et les déposer sur une grille de cuisson couverte de papier sulfurisé. Cuire 12 minutes.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/cookies-noisettes-et-chocolat-sans-gluten-fid-1529004
Mode Sans gluten,Crêpes au cidre sans gluten,Dessert,430 Kcal,Non spécifié,Non spécifié,15 min,20 min,180 gr de farine de châtaignes; 70 gr de farine deriz(ou 250 gr de farine de blé en tout); 3oeufs(entiers); 50 cl de lait; 50 gr de beurrenoisette; 10 cl de bière blonde (interdit dans les régimes sans gluten ; remplacé par 20 cl de cidre brut quantité à ajuster au moment de la cuisson pour une pâte fluide),"Dans une petite casserole, faites chauffer le beurre jusqu'à atteindre la couleur noisette (surveillez bien afin qu'il ne brûle pas) Laissez tiédir | Pendant ce temps, déposez dans un cul-de-poule ( au robot, ou blender) les farines et le sel Ajoutez les oeufs entiers Mouillez avec le lait Versez le beurre refroidi Mélangez ou mixez le tout | Passez au chinois (facultatif, mais je le fais toujours pour éliminer la moindre trace de grumeaux) Laissez reposer une heure ( sauf si vous la faites au blender) Ajoutez avant de cuire les 10 cl de bière pour détendre la pâte, ou les 20 cl de cidre pour obtenir une pâte fluide | Faites chauffer votre crêpière Passez de l'huile pour la graisser ( je pique 1/2 pomme de terre sur une fourchette que je trempe dans un petit ramequin d'huile) Mettez une louche de pâte Retournez avec une spatule Empilez vos crêpes sur une volette recouverte de papier sulfurisé (ne les sucrez pas)",Image non trouvée,https://www.ptitchef.com/recettes/dessert/crepes-au-cidre-sans-gluten-fid-1510348
Mode Sans gluten,"Cuisiner en accord avec ses intolérances alimentaires, c'est facile!",Type non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Image non trouvée,https://www.ptitchef.com/dossiers/recettes/cuisiner-en-accord-avec-ses-intolerances-alimentaires-c-est-facile-aid-1506
Mode Sans gluten,Forêt-noire sans gluten,Dessert,492 Kcal,Non spécifié,Non spécifié,1 h 30 m,15 min,4oeufs; 80 g de sucre; 25 g de maïzena; 20 g decacaoen poudre; 1 bocal degriottesau sirop; 20 g de sucre; 1 cuillère àcaféde cannelle; 1 cuillère à soupe de kirsh; 1 cc de maïzena; 50 cl de crème liquide; es grains d'une gousse devanille; 40 g de sucre,"Les disques de génoise au chocolat : Dans un saladier, fouetter 2 œufs entiers + 2 jaunes avec 50 g de sucre. En parallèle monter les 2 blancs d’œuf restants en neige avec les 30 g de sucre restants. Mélanger délicatement ces deux préparations avec une marise. Ajouter en pluie la maïzena et la poudre de cacao tamisés ensembles. | Verser cette pâte dans un cercle à gâteau posé sur une plaque recouverte de papier cuisson. Mettre à cuire dans le four préchauffé à 180°C pendant 15 minutes. | Sortir du four et démouler la génoise, laisser refroidir avant de couper la génoise en 3 dans la hauteur avec un grand couteau à pain. | Les griottes : Laisser égoutter les griottes dans une passoire au dessus d?une petite casserole. Faire bouillir 25 cl du jus recueilli avec le sucre et la cannelle. Mélanger deux cuillères à soupe de ce jus avec la maïzena et le reverser dans la casserole. Faire cuire quelques minutes pour que ça épaississe. Incorporer les griottes dans ce sirop et laisser refroidir. | La crème chantilly : Verser la crème fraîche dans un saladier et mettre au congélateur quelques minutes avec les fouets du batteur pour que ce soit bien froid. Puis monter la crème en chantilly avec le sucre et ajouter les graines de vanille. | Le montage de la Forêt-noire : Mélanger un peu de sirop des griottes avec le kirsch et en imbiber le premier disque de génoise avec un pinceau. | Recouvrir ce disque d'une fine couche de crème fouettée en l'étalant avec une spatule. Mettre la moitié de la crème fouetté dans une poche à douille et former des cercles de crème comme sur la photo ci-contre. Garnir les espaces avec des griottes. | Poser le second disque de génoise par-dessus et recommencer comme pour le premier : l'imbiber de sirop, étaler de la crème, dessiner les cercles de crème à la poche à douille, boucher les espaces avec des griottes. | Déposer le dernier disque de génoise, l'imbiber de sirop avec le pinceau et recouvrir tout le gâteau de crème chantilly puis saupoudrer de copeaux de chocolat. | Mettre le reste de crème dans une poche avec une douille cannelée et faire des petites rosettes sur le pourtour du gâteau. | Cerise sur le gâteau : déposer des griottes sur chaque petit dôme de crème !",https://www.ptitchef.com/imgupl/recipe/foret-noire-sans-gluten--md-440230p681167.jpg,https://www.ptitchef.com/recettes/dessert/foret-noire-sans-gluten-fid-1110088
